winner_fighter,looser_fighter,match_number,method,referee,number_rounds,round_time,weight_class,event_date,event_location,event_name
Kyle Noke,Jonavin Webb,"


                        7                    ",Decision (Split),Greg Kleynjans,3,5:00,Welterweight,2015-05-10T00:00:00-07:00," Adelaide Entertainment Centre, Adelaide, South Australia, Australia",UFC Fight Night 65 - Miocic vs. Hunt
Sam Alvey,Daniel Kelly,"


                        6                    ",TKO (Punches),Steve Perceval,1,0:49,Middleweight,2015-05-10T00:00:00-07:00," Adelaide Entertainment Centre, Adelaide, South Australia, Australia",UFC Fight Night 65 - Miocic vs. Hunt
Bec Rawlings,Lisa Ellis,"


                        5                    ",Submission (Rear-Naked Choke),John Sharp,1,4:09,Strawweight,2015-05-10T00:00:00-07:00," Adelaide Entertainment Centre, Adelaide, South Australia, Australia",UFC Fight Night 65 - Miocic vs. Hunt
Bradley Scott,Dylan Andrews,"


                        4                    ",Submission (Guillotine Choke),Greg Kleynjans,2,4:54,Middleweight,2015-05-10T00:00:00-07:00," Adelaide Entertainment Centre, Adelaide, South Australia, Australia",UFC Fight Night 65 - Miocic vs. Hunt
Alex Chambers,Kailin Curran,"


                        3                    ",Submission (Armbar),Steve Perceval,3,3:15,Strawweight,2015-05-10T00:00:00-07:00," Adelaide Entertainment Centre, Adelaide, South Australia, Australia",UFC Fight Night 65 - Miocic vs. Hunt
Brendan O'Reilly,Vik Grujic,"


                        2                    ",Decision (Unanimous),John Sharp,3,5:00,Welterweight,2015-05-10T00:00:00-07:00," Adelaide Entertainment Centre, Adelaide, South Australia, Australia",UFC Fight Night 65 - Miocic vs. Hunt
Ben Nguyen,Alptekin Ozkilic,"


                        1                    ",KO (Punches),Greg Kleynjans,1,4:59,Flyweight,2015-05-10T00:00:00-07:00," Adelaide Entertainment Centre, Adelaide, South Australia, Australia",UFC Fight Night 65 - Miocic vs. Hunt
"
Demetrious Johnson
","
Kyoji Horiguchi
",Match 12,Method Submission (Armbar),Referee Yves Lavigne,Round 5,Time 4:59,Flyweight,2015-04-25T00:00:00-07:00," Bell Centre, Montreal, Quebec, Canada",UFC 186 - Johnson vs. Horiguchi
Quinton Jackson,Fabio Maldonado,"


                        11                    ",Decision (Unanimous),Marc Goddard,3,5:00,215lb Catchweight,2015-04-25T00:00:00-07:00," Bell Centre, Montreal, Quebec, Canada",UFC 186 - Johnson vs. Horiguchi
Michael Bisping,C.B. Dollaway,"


                        10                    ",Decision (Unanimous),Jerin Valel,3,5:00,Middleweight,2015-04-25T00:00:00-07:00," Bell Centre, Montreal, Quebec, Canada",UFC 186 - Johnson vs. Horiguchi
John Makdessi,Shane Campbell,"


                        9                    ",TKO (Punches),Philippe Chartier,1,4:53,160lb Catchweight,2015-04-25T00:00:00-07:00," Bell Centre, Montreal, Quebec, Canada",UFC 186 - Johnson vs. Horiguchi
Thomas Almeida,Yves Jabouin,"


                        8                    ",TKO (Punches),Yves Lavigne,1,4:18,Bantamweight,2015-04-25T00:00:00-07:00," Bell Centre, Montreal, Quebec, Canada",UFC 186 - Johnson vs. Horiguchi
Patrick Cote,Joe Riggs,"


                        7                    ",Decision (Unanimous),Marc Goddard,3,5:00,Welterweight,2015-04-25T00:00:00-07:00," Bell Centre, Montreal, Quebec, Canada",UFC 186 - Johnson vs. Horiguchi
Alexis Davis,Sarah Kaufman,"


                        6                    ",Submission (Armbar),Jerin Valel,2,3:08,Bantamweight,2015-04-25T00:00:00-07:00," Bell Centre, Montreal, Quebec, Canada",UFC 186 - Johnson vs. Horiguchi
Chad Laprise,Bryan Barberena,"


                        5                    ",Decision (Unanimous),Philippe Chartier,3,5:00,Lightweight,2015-04-25T00:00:00-07:00," Bell Centre, Montreal, Quebec, Canada",UFC 186 - Johnson vs. Horiguchi
Olivier Aubin-Mercier,David Michaud,"


                        4                    ",Submission (Rear-Naked Choke),Yves Lavigne,3,1:26,Lightweight,2015-04-25T00:00:00-07:00," Bell Centre, Montreal, Quebec, Canada",UFC 186 - Johnson vs. Horiguchi
Nordine Taleb,Chris Clements,"


                        3                    ",Decision (Unanimous),Marc Goddard,3,5:00,Welterweight,2015-04-25T00:00:00-07:00," Bell Centre, Montreal, Quebec, Canada",UFC 186 - Johnson vs. Horiguchi
Valerie Letourneau,Jessica Rakoczy,"


                        2                    ",Decision (Unanimous),Jerin Valel,3,5:00,Strawweight,2015-04-25T00:00:00-07:00," Bell Centre, Montreal, Quebec, Canada",UFC 186 - Johnson vs. Horiguchi
Randa Markos,Aisling Daly,"


                        1                    ",Decision (Unanimous),Philippe Chartier,3,5:00,Strawweight,2015-04-25T00:00:00-07:00," Bell Centre, Montreal, Quebec, Canada",UFC 186 - Johnson vs. Horiguchi
"
Luke Rockhold
","
Lyoto Machida
",Match 11,Method Submission (Rear-Naked Choke),Referee Keith Peterson,Round 2,Time 2:31,Middleweight,2015-04-18T00:00:00-07:00," Prudential Center, Newark, New Jersey, United States",UFC on Fox 15 - Machida vs. Rockhold
Ronaldo Souza,Chris Camozzi,"


                        10                    ",Submission (Armbar),Dan Miragliotta,1,2:33,Middleweight,2015-04-18T00:00:00-07:00," Prudential Center, Newark, New Jersey, United States",UFC on Fox 15 - Machida vs. Rockhold
Max Holloway,Cub Swanson,"


                        9                    ",Submission (Guillotine Choke),Gasper Oliver,3,3:58,Featherweight,2015-04-18T00:00:00-07:00," Prudential Center, Newark, New Jersey, United States",UFC on Fox 15 - Machida vs. Rockhold
Paige VanZant,Felice Herrig,"


                        8                    ",Decision (Unanimous),Vitor Ribeiro,3,5:00,Strawweight,2015-04-18T00:00:00-07:00," Prudential Center, Newark, New Jersey, United States",UFC on Fox 15 - Machida vs. Rockhold
Beneil Dariush,Jim Miller,"


                        7                    ",Decision (Unanimous),Vitor Ribeiro,3,5:00,Lightweight,2015-04-18T00:00:00-07:00," Prudential Center, Newark, New Jersey, United States",UFC on Fox 15 - Machida vs. Rockhold
Ovince St. Preux,Patrick Cummins,"


                        6                    ",KO (Punches),Dan Miragliotta,1,4:54,Light Heavyweight,2015-04-18T00:00:00-07:00," Prudential Center, Newark, New Jersey, United States",UFC on Fox 15 - Machida vs. Rockhold
Gian Villante,Corey Anderson,"


                        5                    ",TKO (Punches),Liam Kerrigan,3,4:18,Light Heavyweight,2015-04-18T00:00:00-07:00," Prudential Center, Newark, New Jersey, United States",UFC on Fox 15 - Machida vs. Rockhold
Aljamain Sterling,Takeya Mizugaki,"


                        4                    ",Submission (Arm-Triangle Choke),Gasper Oliver,3,2:11,Bantamweight,2015-04-18T00:00:00-07:00," Prudential Center, Newark, New Jersey, United States",UFC on Fox 15 - Machida vs. Rockhold
Tim Means,George Sullivan,"


                        3                    ",Submission (Arm-Triangle Choke),Keith Peterson,3,3:41,Welterweight,2015-04-18T00:00:00-07:00," Prudential Center, Newark, New Jersey, United States",UFC on Fox 15 - Machida vs. Rockhold
Diego Brandao,Jim Hettes,"


                        2                    ",TKO (Doctor Stoppage),Dan Miragliotta,1,5:00,Bantamweight,2015-04-18T00:00:00-07:00," Prudential Center, Newark, New Jersey, United States",UFC on Fox 15 - Machida vs. Rockhold
Chris Dempsey,Eddie Gordon,"


                        1                    ",Decision (Split),Liam Kerrigan,3,5:00,Middleweight,2015-04-18T00:00:00-07:00," Prudential Center, Newark, New Jersey, United States",UFC on Fox 15 - Machida vs. Rockhold
"
Mirko Filipovic
","
Gabriel Gonzaga
",Match 12,Method TKO (Elbows and Punches),Referee Leon Roberts,Round 3,Time 3:30,Heavyweight,2015-04-11T00:00:00-07:00," Krakow Arena, Krakow, Lesser Poland, Poland",UFC Fight Night 64 - Gonzaga vs. Cro Cop 2
Jimi Manuwa,Jan Blachowicz,"


                        11                    ",Decision (Unanimous),Marc Goddard,3,5:00,Light Heavyweight,2015-04-11T00:00:00-07:00," Krakow Arena, Krakow, Lesser Poland, Poland",UFC Fight Night 64 - Gonzaga vs. Cro Cop 2
Pawel Pawlak,Sheldon Westcott,"


                        10                    ",Decision (Unanimous),Grant Waterman,3,5:00,Welterweight,2015-04-11T00:00:00-07:00," Krakow Arena, Krakow, Lesser Poland, Poland",UFC Fight Night 64 - Gonzaga vs. Cro Cop 2
Maryna Moroz,Joanne Wood,"


                        9                    ",Submission (Armbar),Lukasz Bosacki,1,1:30,Strawweight,2015-04-11T00:00:00-07:00," Krakow Arena, Krakow, Lesser Poland, Poland",UFC Fight Night 64 - Gonzaga vs. Cro Cop 2
Leon Edwards,Seth Baczynski,"


                        8                    ",KO (Punches),Grant Waterman,1,0:08,Welterweight,2015-04-11T00:00:00-07:00," Krakow Arena, Krakow, Lesser Poland, Poland",UFC Fight Night 64 - Gonzaga vs. Cro Cop 2
Bartosz Fabinski,Garreth McLellan,"


                        7                    ",Decision (Unanimous),Marc Goddard,3,5:00,Middleweight,2015-04-11T00:00:00-07:00," Krakow Arena, Krakow, Lesser Poland, Poland",UFC Fight Night 64 - Gonzaga vs. Cro Cop 2
Sergio Moraes,Mickael Lebout,"


                        6                    ",Decision (Unanimous),Marc Goddard,3,5:00,Welterweight,2015-04-11T00:00:00-07:00," Krakow Arena, Krakow, Lesser Poland, Poland",UFC Fight Night 64 - Gonzaga vs. Cro Cop 2
Yaotzin Meza,Damian Stasiak,"


                        5                    ",Decision (Unanimous),Leon Roberts,3,5:00,Featherweight,2015-04-11T00:00:00-07:00," Krakow Arena, Krakow, Lesser Poland, Poland",UFC Fight Night 64 - Gonzaga vs. Cro Cop 2
Anthony Hamilton,Daniel Omielanczuk,"


                        4                    ",Decision (Unanimous),Marc Goddard,3,5:00,Heavyweight,2015-04-11T00:00:00-07:00," Krakow Arena, Krakow, Lesser Poland, Poland",UFC Fight Night 64 - Gonzaga vs. Cro Cop 2
Aleksandra Albu,Izabela Badurek,"


                        3                    ",Submission (Guillotine Choke),Grant Waterman,2,3:34,Strawweight,2015-04-11T00:00:00-07:00," Krakow Arena, Krakow, Lesser Poland, Poland",UFC Fight Night 64 - Gonzaga vs. Cro Cop 2
Steven Ray,Marcin Bandel,"


                        2                    ",TKO (Punches),Leon Roberts,2,1:35,Lightweight,2015-04-11T00:00:00-07:00," Krakow Arena, Krakow, Lesser Poland, Poland",UFC Fight Night 64 - Gonzaga vs. Cro Cop 2
Taylor Lapilus,Rocky Lee,"


                        1                    ",Decision (Unanimous),Lukasz Bosacki,3,5:00,Featherweight,2015-04-11T00:00:00-07:00," Krakow Arena, Krakow, Lesser Poland, Poland",UFC Fight Night 64 - Gonzaga vs. Cro Cop 2
"
Chad Mendes
","
Ricardo Lamas
",Match 10,Method TKO (Punches),Referee Dan Miragliotta,Round 1,Time 2:45,Featherweight,2015-04-04T00:00:00-07:00," Patriot Center, Fairfax, Virginia, United States",UFC Fight Night 63 - Mendes vs. Lamas
Al Iaquinta,Jorge Masvidal,"


                        9                    ",Decision (Split),Keith Peterson,3,5:00,Lightweight,2015-04-04T00:00:00-07:00," Patriot Center, Fairfax, Virginia, United States",UFC Fight Night 63 - Mendes vs. Lamas
Michael Chiesa,Mitch Clarke,"


                        8                    ",Decision (Unanimous),Dan Miragliotta,3,5:00,Lightweight,2015-04-04T00:00:00-07:00," Patriot Center, Fairfax, Virginia, United States",UFC Fight Night 63 - Mendes vs. Lamas
Julianna Pena,Milana Dudieva,"


                        7                    ",TKO (Punches and Elbows),Keith Peterson,1,3:59,Bantamweight,2015-04-04T00:00:00-07:00," Patriot Center, Fairfax, Virginia, United States",UFC Fight Night 63 - Mendes vs. Lamas
Clay Guida,Robbie Peralta,"


                        6                    ",Decision (Unanimous),Mike King,3,5:00,Featherweight,2015-04-04T00:00:00-07:00," Patriot Center, Fairfax, Virginia, United States",UFC Fight Night 63 - Mendes vs. Lamas
Dustin Poirier,Diego Ferreira,"


                        5                    ",KO (Punches),Todd McGovern,1,3:45,Lightweight,2015-04-04T00:00:00-07:00," Patriot Center, Fairfax, Virginia, United States",UFC Fight Night 63 - Mendes vs. Lamas
Liz Carmouche,Lauren Murphy,"


                        4                    ",Decision (Unanimous),Keith Peterson,3,5:00,Bantamweight,2015-04-04T00:00:00-07:00," Patriot Center, Fairfax, Virginia, United States",UFC Fight Night 63 - Mendes vs. Lamas
Alexander Yakovlev,Gray Maynard,"


                        3                    ",Decision (Unanimous),Dan Miragliotta,3,5:00,Lightweight,2015-04-04T00:00:00-07:00," Patriot Center, Fairfax, Virginia, United States",UFC Fight Night 63 - Mendes vs. Lamas
Timothy Johnson,Shamil Abdurakhimov,"


                        2                    ",TKO (Punches),Mike King,1,4:57,Heavyweight,2015-04-04T00:00:00-07:00," Patriot Center, Fairfax, Virginia, United States",UFC Fight Night 63 - Mendes vs. Lamas
Ron Stallings,Justin Jones,"


                        1                    ",Decision (Unanimous),Todd McGovern,3,5:00,Middleweight,2015-04-04T00:00:00-07:00," Patriot Center, Fairfax, Virginia, United States",UFC Fight Night 63 - Mendes vs. Lamas
"
Demian Maia
","
Ryan LaFlare
",Match 12,Method Decision (Unanimous),Referee John McCarthy,Round 5,Time 5:00,Welterweight,2015-03-21T00:00:00-07:00," Maracanazinho Gymnasium, Rio de Janeiro, Brazil, Brazil",UFC Fight Night 62 - Maia vs. LaFlare
Erick Silva,Josh Koscheck,"


                        11                    ",Submission (Guillotine Choke),Mario Yamasaki,1,4:21,Welterweight,2015-03-21T00:00:00-07:00," Maracanazinho Gymnasium, Rio de Janeiro, Brazil, Brazil",UFC Fight Night 62 - Maia vs. LaFlare
Leonardo Santos,Anthony Rocco Martin,"


                        10                    ",Submission (Rear-Naked Choke),John McCarthy,2,2:29,Lightweight,2015-03-21T00:00:00-07:00," Maracanazinho Gymnasium, Rio de Janeiro, Brazil, Brazil",UFC Fight Night 62 - Maia vs. LaFlare
Amanda Nunes,Shayna Baszler,"


                        9                    ",TKO (Leg Kick),Mario Yamasaki,1,1:56,Bantamweight,2015-03-21T00:00:00-07:00," Maracanazinho Gymnasium, Rio de Janeiro, Brazil, Brazil",UFC Fight Night 62 - Maia vs. LaFlare
Gilbert Burns,Alex Oliveira,"


                        8                    ",Submission (Armbar),Osiris Maia,3,4:14,Lightweight,2015-03-21T00:00:00-07:00," Maracanazinho Gymnasium, Rio de Janeiro, Brazil, Brazil",UFC Fight Night 62 - Maia vs. LaFlare
Godofredo Castro,Andre Fili,"


                        7                    ",Submission (Triangle Choke),Eduardo Herdy,1,3:14,Featherweight,2015-03-21T00:00:00-07:00," Maracanazinho Gymnasium, Rio de Janeiro, Brazil, Brazil",UFC Fight Night 62 - Maia vs. LaFlare
Francisco Trinaldo,Akbarh Arreola,"


                        6                    ",Decision (Unanimous),John McCarthy,3,5:00,Lightweight,2015-03-21T00:00:00-07:00," Maracanazinho Gymnasium, Rio de Janeiro, Brazil, Brazil",UFC Fight Night 62 - Maia vs. LaFlare
Edimilson Souza,Katsunori Kikuno,"


                        5                    ",KO (Punch),Osiris Maia,1,1:31,Featherweight,2015-03-21T00:00:00-07:00," Maracanazinho Gymnasium, Rio de Janeiro, Brazil, Brazil",UFC Fight Night 62 - Maia vs. LaFlare
Leandro Silva,Drew Dober,"


                        4                    ",No Contest (Overturned by CABMMA),Eduardo Herdy,2,2:45,Lightweight,2015-03-21T00:00:00-07:00," Maracanazinho Gymnasium, Rio de Janeiro, Brazil, Brazil",UFC Fight Night 62 - Maia vs. LaFlare
Leonardo Mafra Texeira,Cain Carrizosa,"


                        3                    ",Decision (Unanimous),Mario Yamasaki,3,5:00,Lightweight,2015-03-21T00:00:00-07:00," Maracanazinho Gymnasium, Rio de Janeiro, Brazil, Brazil",UFC Fight Night 62 - Maia vs. LaFlare
Christos Giagos,Jorge Antonio Cezario de Oliveira,"


                        2                    ",Submission (Rear-Naked Choke),Eduardo Herdy,1,3:12,Lightweight,2015-03-21T00:00:00-07:00," Maracanazinho Gymnasium, Rio de Janeiro, Brazil, Brazil",UFC Fight Night 62 - Maia vs. LaFlare
Fredy Serrano,Bentley Syler,"


                        1                    ",KO (Punch),Osiris Maia,3,1:34,Flyweight,2015-03-21T00:00:00-07:00," Maracanazinho Gymnasium, Rio de Janeiro, Brazil, Brazil",UFC Fight Night 62 - Maia vs. LaFlare
"
Rafael dos Anjos
","
Anthony Pettis
",Match 12,Method Decision (Unanimous),Referee Dan Miragliotta,Round 5,Time 5:00,Lightweight,2015-03-14T00:00:00-07:00," American Airlines Center, Dallas, Texas, United States",UFC 185 - Pettis vs. dos Anjos
Joanna Jedrzejczyk,Carla Esparza,"


                        11                    ",KO (Punches),Don Turnage,2,4:17,Strawweight,2015-03-14T00:00:00-07:00," American Airlines Center, Dallas, Texas, United States",UFC 185 - Pettis vs. dos Anjos
